Gene,EntrezID,7_C,8_C,9_C,10_C,11_C,12_C,13_C,14_C,15_C,16_I,17_I,18_I,19_I,20_I,21_I,22_I,23_M,24_M,25_M,26_M,27_M,28_M,29_M,30_M,31_S,32_S,33_S,34_S,35_S,36_S,37_S
CGB1,114335,4.242215,4.317569,4.573524,4.181009,4.408641,4.438395,4.151454,4.215558,4.376628,4.389813,5.288405,4.345716,4.248624,4.355998,4.298386,4.388833,4.426356,4.353755,4.404484,4.211619,4.50986,4.495349,4.584265,4.589423,4.562259,4.251804,4.813554,4.762458,4.642492,4.58066,4.079456
CGGBP1,8545,6.5573165,6.3823945,6.154708,6.2121115,6.3826605,6.461474,6.400685,6.629358,6.530919,6.5470655,7.038152,6.1804555,6.2249355,6.1361975,6.4352615,6.4333815,6.467592,6.3035695,6.264773,6.338427,6.278748,6.227979,6.3108485,6.6286235,6.5876975,6.5887945,6.8869155,6.616931,6.4962265,6.7340755,6.367971
CGREF1,10669,5.271781,5.824586,5.968042,5.697769,5.377373,5.620812,6.072232,5.291647,5.29743,5.304311,5.61648,5.849217,5.823062,5.35736,5.380965,5.339252,5.401304,5.969354,5.57644,5.509268,5.665265,5.471323,5.758715,5.251674,5.461282,5.092284,5.215229,5.559929,5.339231,5.315205,5.511685
CGRRF1,10668,5.962074,5.753428,5.547767,5.986104,5.288527,5.952976,5.978692,5.826923,5.404169,5.505529,5.384246,5.617815,5.793445,5.815296,5.402631,5.420028,4.899608,5.275759,5.145699,5.452958,5.569129,5.977211,5.528441,5.475001,5.493162,6.264441,5.09149,5.481236,5.023832,5.301533,5.704676
CH25H,9023,6.733717,6.011412,4.806001,5.898798,5.399434,5.260652,4.888049,5.347952,5.481967,5.337928,5.506926,6.026726,5.450985,5.323918,5.561199,5.181411,7.128222,5.921726,5.430444,5.100175,5.63816,5.62403,5.138542,5.455908,5.24249,5.534864,5.504292,5.312927,5.640494,7.30703,6.528546
CHAC1,79094,8.242857,8.154046,8.522998,7.983291,8.200029,8.200522,8.324112,7.896696,7.884542,8.260903,8.423069,8.15232,7.897263,7.765012,7.857606,8.338609,8.326446,8.291953,8.186109,8.21278,8.054343,7.71584,7.872227,8.024106,8.251678,9.44105,8.241701,8.182554,7.81698,8.055441,7.833527
CHAD,1101,5.311364,5.576546,5.750069,5.468708,5.617198,5.49806,5.653006,5.623098,5.508799,5.661178,5.871216,5.61836,5.786157,5.690378,5.713751,5.647769,5.668832,5.770067,5.390783,5.649287,5.600373,5.373006,5.49739,5.775007,5.623098,5.346626,5.821589,5.651323,5.686152,5.916929,5.585401
CHAF1A,10036,5.695339333,5.757844667,5.801937333,5.677315667,5.713493333,5.740442,5.744153,5.715578,5.773743667,5.803819667,6.175476667,5.701879333,5.772780333,5.626235333,5.687408333,5.833272333,5.93837,5.841283667,5.871157,5.924505333,5.683959,5.484146,5.962697333,5.959035667,5.734361,5.449030333,6.245344333,5.808088667,5.893553,5.799358333,5.660606
CHAF1B,8208,4.976056,5.092223,4.785689,5.014245,4.914018,4.664054,5.086214,4.9759,5.100187,4.896943,5.287282,4.958411,5.036713,4.947369,4.90381,4.970406,5.058182,4.949703,4.814894,5.038384,4.902004,4.813782,4.944009,4.638961,5.067191,4.691714,5.118211,5.058035,5.038115,5.013399,4.861328
CHAT,1103,5.40462,5.325018,5.273181,5.138156,5.337957,5.35751,5.318818,5.469894,5.64727,5.606094,5.654482,5.31653,5.359616,5.285488,5.460248,5.625712,5.467494,5.571354,5.40107,5.541057,5.534721,5.154965,5.266234,5.650393,6.061582,5.26024,6.176365,5.620825,5.563982,5.72434,5.523469
CHCHD2,51142,11.05897,11.06611,10.32856,10.88449,10.28449,10.68493,11.26259,9.899509,10.28589,9.982453,9.19858,10.80003,10.67109,10.83386,10.57753,10.18713,9.703122,10.47913,9.949588,10.18352,10.40898,11.08535,9.950526,9.807231,9.97038,10.67037,8.732714,10.22291,9.743708,10.11002,11.1896
CHCHD3,54927,5.0677095,5.20567375,4.9921515,5.0513695,5.06186225,5.082687,5.10213875,5.0717215,5.11908475,5.14367475,4.89841975,5.101139,5.1018865,5.0316445,5.12737075,5.04753625,5.15165525,4.959236,5.09049025,5.1010695,5.28408,4.97615375,5.08435175,5.0843575,5.166743,5.11154375,5.06625475,5.05276725,5.2252905,5.261543,5.1916825
CHCHD7,79145,7.63199,8.175952,8.390541,7.821826,7.706492,7.674989,8.179285,7.301576,7.79576,7.873563,7.88011,8.288164,7.62675,7.65664,8.033061,7.40529,7.936604,7.817092,7.655533,7.790138,7.790138,8.170598,7.674507,7.28182,7.587416,7.378901,7.770129,7.480299,7.799013,7.784786,8.215103
CHD1,1105,5.908495,5.170091,5.807348,6.035283,6.178791,5.979929,5.940787,6.038448,5.881791,5.910876,5.382829,5.645602,6.095499,6.332644,5.916679,5.945033,6.128576,5.939875,6.197099,6.100828,6.065814,6.179565,6.267543,6.545656,5.569897,6.387505,6.08544,5.286609,5.9924,5.854989,5.778989
CHD1L,9557,7.034158,6.522521,6.667125,6.8148225,7.0695265,7.015054,6.7581455,7.1472,7.160483,6.9053695,6.881591,6.719994,6.893077,7.294005,7.2332445,6.91852,6.8832255,7.0259265,6.9450815,6.8804155,6.913885,7.0621905,7.3895765,7.2399155,7.184837,6.853549,7.4106515,6.882996,7.2878955,7.017518,6.9692155
CHD2,1106,6.24168,6.241456,6.258093,5.903723,6.395568,6.18166,6.160571,6.482604,6.236566,6.66859,7.073002,6.09439,6.301186,6.284257,6.412436,6.477787,6.515031,6.291697,6.352925,6.363419,6.414291,6.211404,6.291845,6.4595,6.699284,6.325985,6.758553,6.534549,6.754274,6.86379,6.313626
CHD3,1107,8.180967,8.218693,8.3510655,8.3839515,8.1503995,8.054214,8.442381,7.808407,8.39938,8.0096275,8.22015,8.264335,8.1632225,7.924831,7.9160885,8.2847535,8.2153865,8.4276265,8.2147745,8.4215955,8.3127395,8.078178,8.0382445,7.889666,7.9222345,8.227394,8.108979,8.286884,7.8684395,8.0049835,7.7570635
CHD4,1108,7.892609524,7.485435836,7.703882669,7.562715211,8.002931031,7.721754211,7.827149148,7.931559992,7.970081407,7.697635135,8.072150069,7.740916495,7.967778485,7.850097875,8.02263852,7.794511819,7.942148519,7.840564202,7.93836088,7.810809722,7.808270462,7.818526384,7.888111063,8.149221175,7.824404352,7.776822079,8.31870362,7.911855021,8.244965916,7.848115516,7.8175379
CHD5,26038,7.3878145,8.499263,7.9765735,7.59143,7.7156235,7.6013685,7.7631555,7.4582715,7.625971,8.208625,8.000651,7.938441,7.4795225,7.1397995,7.3046045,7.625111,7.780677,8.053853,7.751193,7.9083335,7.680995,7.1315825,7.3149635,7.0455375,7.155526,7.0034445,7.618267,7.5637085,7.0091015,7.4228025,7.171229
CHD7,55636,5.511296,5.173308,5.270987,5.14677,5.8060625,5.4121875,5.173641,5.620633,5.6799265,5.408597,5.501306,5.2276365,5.5676935,5.753554,5.5465285,5.316048,5.6305715,5.504335,5.683704,5.378246,5.6839705,5.5169355,5.7325415,5.7304545,5.5234845,5.4951145,5.659715,5.2873345,5.793058,5.628974,5.433563
CHD8,57680,7.557349,6.511916,7.036604,7.898057,8.09282,7.646013,7.849231,7.59552,7.829313,7.030933,7.809204,8.091099,7.363046,8.039519,7.884829,7.794856,8.204256,8.102474,8.315119,8.064273,7.757915,7.842651,7.948841,7.448683,7.694047,7.883527,8.849367,7.289421,8.278873,6.852073,8.052371
CHD9,80205,6.195975,6.376896333,6.519660667,6.687244667,6.446706333,6.476178667,6.268934333,6.369947667,6.382733667,6.623976333,5.724445,6.250652,6.478295,6.267890667,6.544878667,6.332049333,6.203520667,6.304291667,6.570656667,6.388113333,6.514560333,6.599097667,6.589093667,6.393483333,6.381697,6.489949667,5.619629,6.384017667,6.223915333,6.107282333,6.489975667
CHEK1,1111,3.683036,3.56608,3.4945785,3.560726,3.636683,3.548467,3.4840465,3.6413565,3.65418,3.640636,3.787727,3.592423,3.576527,3.5637635,3.5579385,3.645339,3.706403,3.6406895,3.6728505,3.5506645,3.5874975,3.570873,3.656826,3.6267805,3.664362,3.543841,3.8374805,3.718472,3.7003185,3.687219,3.592617
CHEK2,11200,6.428965,6.278704,5.94502,6.333937,6.575757,6.24997,6.243539,6.451784,6.488662,6.408934,6.400211,6.249721,6.323938,6.293894,6.382345,6.514351,6.557527,6.332609,6.438002,6.432809,6.182764,6.090941,6.311652,6.152922,6.697905,6.40864,6.72754,6.384281,6.557319,6.510489,6.11029
CHERP,10523,7.063065,7.4017555,7.5445385,7.223221,7.2237445,7.1618755,7.196391,7.0824085,7.32181,7.485679,7.0189125,7.287444,7.0790865,7.1027345,7.109773,7.2374925,7.4309945,7.3216035,7.4374625,7.2988585,7.052019,7.1098435,7.1910005,7.2767285,7.379341,7.2876755,7.350915,7.378639,7.197612,7.340015,7.091538
CHFR,55743,7.498301,7.795781,7.850735,7.517387,7.90855,7.290112,7.62105,7.303341,7.499154,7.650296,7.279947,7.62352,7.389947,7.662666,7.663926,7.272274,7.717774,7.878087,7.55174,7.718397,7.493509,7.710988,7.69513,7.335515,7.838606,7.222137,7.866274,7.38707,7.721004,8.019573,7.688198
CHGA,1113,8.910615,9.690056,9.374394,10.30505,8.805524,9.279406,9.436985,8.949718,8.533442,10.0044,8.910615,9.048844,8.922426,8.754731,8.150109,9.653759,9.015015,9.339592,8.9159,9.98901,8.403839,8.434038,8.418464,8.192101,8.785709,8.445555,8.634251,9.252286,8.312061,8.567578,8.683336
CHGB,1114,8.884767,8.692223,8.949758,8.906606,7.144801,7.607043,8.833121,6.34993,7.773181,7.087981,6.170881,9.20048,8.657375,7.281061,7.28128,7.29972,6.338048,8.23613,6.5621,7.381138,8.252256,8.249441,7.488884,6.783931,6.311155,9.4408,5.998722,8.600394,6.10325,6.232819,10.20131
CHI3L1,1116,8.817257667,6.16751,6.466399333,7.335039667,9.445095667,7.703228667,6.652137,7.462986333,7.784878333,7.594839,7.381739667,7.899183333,7.787042333,7.290632667,7.90555,8.075875667,8.647673667,7.448089667,7.538186,6.926936667,7.614950333,8.186345667,7.211372667,8.017252333,7.693707,6.139601667,6.937818,8.056900333,7.467445,7.767993667,7.598459
CHI3L2,1117,7.362026,6.280079,6.445789,6.102967,6.56544,6.458653,6.358086,6.698808,7.434459,6.508641,6.990387,6.719292,7.282524,6.663279,7.464209,6.51037,9.38452,7.362164,6.795253,6.336724,7.207205,9.155271,6.429471,6.496132,7.139009,7.310968,6.957927,6.948089,7.310933,7.196618,7.397372
CHIA,27159,5.443866,5.520221,5.226262,5.345742,5.319882,5.238695,5.164723,5.554283,5.364361,5.497619,6.143978,5.150006,5.23901,5.184574,5.518293,5.325173,5.395041,5.321257,5.306639,5.58799,5.196016,5.204259,5.052963,5.330846,6.002263,5.20171,5.727237,5.58184,5.594345,5.913235,5.319396
CHIC2,26511,6.018178,6.115673,5.684742,6.260047,5.814112,5.769091,5.382493,5.679475,5.480232,5.817842,4.973631,5.469589,5.484051,5.728729,5.556268,5.645685,5.621038,5.56538,5.85091,5.838477,5.593745,5.429714,5.637261,5.277213,5.597057,6.67481,4.829626,5.80681,5.540243,5.598717,5.435945
CHIT1,1118,4.827543,4.790414,4.686385,4.577289,4.784483,4.878912,4.699858,4.99655,5.023487,4.883189,5.469506,4.724265,4.935569,4.654243,4.89031,4.999544,4.938506,4.812982,4.806451,4.975838,4.856072,4.594827,4.85273,4.90168,5.045625,4.627278,5.143251,4.95496,5.109556,5.290591,4.911834
CHKA,1119,7.284559,6.74136,6.6298025,7.3109145,7.8458255,7.4430875,7.3231725,7.511809,7.422742,6.8103245,7.207422,7.1042855,7.230036,7.837517,7.5564335,7.036762,7.2552155,7.364634,7.6501715,7.5317305,7.13555,7.2208595,7.933222,7.427218,7.0915485,7.715207,7.5963875,6.782385,7.233457,6.609274,7.42479
CHKB,1120,8.292027,8.128857,8.254809,8.041153,8.713907,7.901419,8.216075,8.221964,8.261565,8.572781,8.338556,8.089063,8.069954,7.919154,8.196593,8.077269,8.378025,8.36121,8.449241,8.253022,7.840541,7.939961,7.88491,8.133149,8.379057,7.762537,8.686202,8.022881,8.524937,8.281857,7.591301
CHL1,10752,8.558623,9.492785,9.547221,9.934992,8.102873,9.136443,9.650067,7.815874,8.31189,8.491546,6.160191,9.555132,8.898371,8.516456,8.602166,9.325463,7.923668,8.920106,8.409347,9.39441,8.835413,9.079707,7.82975,7.255279,7.409192,8.775393,5.598185,7.901524,6.770356,6.551582,8.628136
CHM,1121,4.042465,4.090583,4.118121,4.014976,4.161647,4.276496,4.143853,4.214385,4.025269,4.134513,4.184006,4.200416,4.35514,4.069051,4.25635,4.185427,4.152633,4.111631,4.161647,4.075643,4.150986,4.13355,4.171222,4.02164,4.317747,4.183948,4.224179,4.217438,4.14737,4.483138,4.235272
CHML,1122,4.202058,4.180864,4.34832,4.084142,4.190184,4.24859,4.182404,4.428294,4.406131,4.530072,4.520039,4.05953,4.187525,4.12707,4.192311,4.275214,4.329405,4.307308,4.24207,4.272135,4.179694,4.180391,4.262176,4.257998,4.590322,4.21122,4.582418,4.423828,4.210898,4.659759,4.261722
CHMP1A,5119,7.832869,7.419364,8.086088,7.865904,7.894546,7.724201,7.879309,7.387982,7.859832,7.342798,8.049224,8.103547,7.599953,7.678533,7.965159,7.470458,8.263377,7.914878,8.224672,7.759772,7.805647,7.782779,7.840324,7.726238,7.524681,7.720377,8.112417,7.452147,7.938577,7.245825,7.551225
CHMP1B,57132,7.331527,7.3089945,6.9660555,7.465235,7.141948,7.272283,7.4231425,7.2974335,7.203377,7.2753315,7.3735625,7.420307,7.3278065,7.3310855,7.208435,7.453361,7.1890155,7.158983,6.8438955,7.183668,7.106202,7.2603545,7.0816875,7.1104695,7.133014,7.224691,7.2347955,7.20989,7.160522,7.1313405,7.2986555
CHMP2A,27243,7.843966,8.284191,8.228495,8.089915,7.947479,7.877097,8.407209,7.367633,7.621273,7.765889,6.640119,8.280215,8.058988,8.079425,8.109838,7.604983,7.804158,8.063157,7.784382,7.854058,7.593193,8.487336,7.902812,7.060484,7.491938,7.978327,6.649434,7.614475,7.62565,7.113191,8.62337
CHMP2B,25978,6.632514,7.524045,6.867356667,6.938156667,6.307832333,6.599655333,7.011776667,6.2677,6.290114667,6.206463,5.511816667,7.133191,6.77849,7.019241,6.677652667,6.477376,6.118237,6.619743333,6.230268,6.345498667,6.518070667,7.210739333,6.497094333,6.49324,6.137566,6.744059333,5.828547667,6.138034667,6.209808667,6.299885333,7.390293333
CHMP3,51652,7.743356,9.036217,8.392471,8.75897,7.784964,7.770235,8.495958,7.276147,8.017123,8.00268,6.802569,8.595427,8.181279,7.88325,8.12763,8.012797,7.151714,7.850747,7.130721,8.096203,8.264431,8.384729,8.008348,8.079219,7.588852,8.210811,6.814623,8.295653,7.430881,7.438174,8.468337
CHMP4A,29082,7.45633,7.3494245,7.5047045,7.2915185,7.570172,7.6162335,7.2771075,7.282347,7.1598845,7.1612125,7.065328,7.5316855,7.208671,7.817164,7.5721285,7.231193,7.392386,7.6137775,7.4085755,7.29198,7.3716575,7.3172345,7.5659515,7.4943345,7.3879495,7.6408785,7.2388855,7.1795025,7.327989,6.9826755,7.37144
CHMP5,51510,6.9415575,7.9837375,7.434602,7.8904935,7.0808145,7.38619,7.7224325,6.8333785,6.5976025,6.9985555,5.56066,7.7755995,7.5234645,7.763667,7.3521905,7.033384,6.334554,7.026939,6.249339,7.150261,7.26397,7.85747,7.077818,6.929127,6.569597,7.4586215,5.5785685,6.62642,6.364043,6.3369455,7.78808
CHMP6,79643,6.59875,6.668511,6.961463,6.76813,6.929358,6.426829,6.785542,6.311393,6.575612,6.42579,7.167288,6.994291,6.857992,6.84218,6.983607,6.746819,6.888543,6.969333,6.649662,6.636627,6.740138,7.01369,6.760122,6.819691,6.373867,6.031327,7.424647,6.412529,6.905698,6.746819,7.062389
CHMP7,91782,7.297102,7.264243,8.103476,7.668596,7.50184,7.327963,7.355422,7.090092,7.56051,7.550093,7.251629,7.637242,7.144747,7.408881,7.393398,7.455235,7.411197,7.565462,7.69504,7.541971,7.652079,7.399076,7.58083,7.314304,7.390959,7.573995,7.030446,7.661307,7.291801,6.90583,7.433413
CHN1,1123,11.68158,12.71525,12.23895,12.48439,11.37454,11.93596,12.34828,11.2618,11.59244,11.92406,10.11659,12.37366,11.96201,11.50797,11.39269,11.99608,10.94647,11.9062,11.26404,12.10117,11.49041,11.10848,11.0305,10.2366,11.27667,11.68608,9.343564,11.77983,9.829892,10.24234,11.96578
CHN2,1124,6.594272,6.91213,6.53504975,6.4958765,6.51407925,6.68480625,6.89596425,6.57882,6.4088105,6.44742675,6.27918325,6.54637825,6.5795325,6.90476375,6.4721975,6.25864825,6.251382,6.37517075,6.33343275,6.28210525,6.31949275,6.32244125,6.78622725,7.28974025,6.88837225,6.75297475,6.31437725,6.75154725,6.3135535,6.526174,6.7366155
CHODL,140578,5.783304,6.43763,5.546868,5.472468,5.716629,6.36745,6.228999,6.196473,5.675681,6.12457,6.437356,5.514051,5.452951,6.05614,5.397421,7.084617,6.355935,6.305328,6.477247,6.249763,5.851185,5.601499,6.076369,5.647302,6.156139,5.542319,6.459084,5.992046,6.294228,6.428651,5.608719
CHORDC1,26973,7.123718667,7.21014,6.734108,7.130740667,7.035299,7.578335333,7.084044667,7.101156333,7.088207,7.045025667,6.120105,7.127109,7.123243667,6.972325333,6.824895,7.270209,6.637815333,6.710106333,7.131972,6.935875,7.154438667,6.987382333,7.420864,6.945879667,6.851428333,7.663857,5.910236333,6.785916667,6.636021667,6.714358667,6.845484667
CHP2,63928,5.432323,5.339827,5.553827,5.295739,5.420038,5.285575,5.321845,5.498803,5.744361,5.289216,5.512007,5.313335,5.239808,5.34924,5.380934,5.291755,5.231493,5.052786,5.319435,5.294708,5.200223,5.097766,5.378835,5.604345,5.792133,5.269783,5.65324,5.362326,5.47924,5.539445,5.22779
CHPF,79586,7.647467,8.160872,7.380131,7.226505,7.607657,7.492273,7.537073,7.453138,7.490916,7.334967,7.912918,7.821286,7.22743,7.349426,7.680368,7.231423,7.708383,7.674077,7.56723,7.602313,7.429844,7.306931,7.170453,7.237174,7.265422,7.330899,7.7899,7.587802,7.508422,7.682258,7.35108
CHPF2,54480,6.9484005,7.150617,7.4316885,7.0376315,7.100389,7.041135,7.1297465,7.1208955,6.90184,7.1243415,7.0611445,7.0714985,6.7547725,6.97164,6.7933795,7.1253365,7.1288275,7.177007,7.032062,7.1339935,7.1053845,6.838812,6.9615715,7.031427,7.2123435,7.04452,7.1021585,7.080385,6.914104,7.048607,6.9859365
